,ln71,ln81,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,D-Metaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong,len1,len2,s1,s2,v1,v2,c1,c2,difflen,diffvow,diffcons,diffsyl
1358,eva,gavin,0.2,0.2,0.522222222,0.522222222,0.4,0.522222222,0.522222222,0.25,0.25,0.333333333,0.333333333,0.2,0.2,0.36,0.6,0.45,0.4,0.666666667,0.5,0.4,0.666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.666666667,0.4,0,0,0,0,0,0,0.5,0.666666667,0.4,0,0,0,0,0,0,0.115384615,0.1875,0.142857143,0,0,0,0.5,0.5,0.5,0.25,0.333333333,0.5,0.444444458,0.460317475,0.30000002,0.479365093,0.666666687,0.644444466,0.691666707,0.671111131,0.4,0,0,0,3,5,2,2,2,2,1,3,-2,0,-2,0
1359,hariet,gedeon,0,0,0.444444444,0.444444444,0.166666667,0.444444444,0.444444444,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.233333333,0.233333333,0.233333333,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0.032258065,0.032258065,0.032258065,0,0,0,0.25,0.25,0.25,0.5,0,0.25,0.266666675,0.377777791,0.273333347,0.305050514,0.380952392,0.472222239,0.39047621,0.488888904,0.25,0,0,0,6,6,2,2,3,3,3,3,0,0,0,0
1360,elleanor,godios,0.125,0.125,0.430555556,0.430555556,0.125,0.430555556,0.430555556,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.125,0.166666667,0.142857143,0.125,0.166666667,0.142857143,0.125,0.166666667,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.166666667,0.125,0,0,0,0,0,0,0.142857143,0.166666667,0.125,0,0,0,0,0,0,0.048780488,0.064516129,0.055555556,0,0,0,0,0,0.25,0.25,0,0,0.222222229,0.264957272,0.227777789,0.342592602,0.296296305,0.400000012,0.303703719,0.411111122,0.3125,0,0,0,8,6,3,2,4,3,4,3,2,1,1,1
1361,orilla,george,0,0,0.555555556,0.555555556,0.333333333,0.555555556,0.555555556,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.2,0.2,0.2,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2,0.2,0.2,0,0,0,0.333333333,0.333333333,0.333333333,0.142857143,0.142857143,0.142857143,0,0,0,0.064516129,0.064516129,0.064516129,0.095238095,0.095238095,0.095238095,0.5,0.25,0.25,0,0.333333333,0.5,0.33333334,0.422222233,0.340740754,0.435555565,0.428571437,0.527777791,0.438095255,0.544444457,0.25,0,0,0,6,6,3,1,3,3,3,3,0,0,0,2
1362,robert,janet,0.333333333,0.333333333,0.577777778,0.577777778,0.333333333,0.577777778,0.577777778,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.166666667,0.2,0.181818182,0.333333333,0.4,0.363636364,0.333333333,0.4,0.363636364,0,0,0,0.142857143,0.166666667,0.153846154,0,0,0,0.125,0.142857143,0.133333333,0.363636364,0.4,0.333333333,0,0,0,0,0,0,0.363636364,0.4,0.333333333,0.153846154,0.166666667,0.142857143,0.133333333,0.142857143,0.125,0.129032258,0.153846154,0.140350877,0.047619048,0.0625,0.054054054,0,0.5,0.5,0.5,0.25,0.25,0.33333334,0.469135814,0.340740754,0.479012357,0.523809535,0.597222239,0.533333353,0.613888904,0.416666667,0,0,0,6,5,2,2,2,2,4,3,1,0,1,0
1363,anastasie,genevieve,0.111111111,0.111111111,0.555555556,0.555555556,0.333333333,0.555555556,0.555555556,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.125,0.125,0.125,0.2,0.2,0.2,0,0,0,0.090909091,0.090909091,0.090909091,0.333333333,0.333333333,0.333333333,0.125,0.125,0.125,0,0,0,0.333333333,0.333333333,0.333333333,0.2,0.2,0.2,0.090909091,0.090909091,0.090909091,0.108695652,0.108695652,0.108695652,0.055555556,0.055555556,0.055555556,0.25,0.25,0.25,0.5,0.25,0.25,0.388888896,0.396825407,0.394444456,0.409523819,0.466666675,0.505050518,0.473333347,0.521212133,0.277777778,0,0,0,9,9,1,1,5,5,4,4,0,0,0,0
1364,sarah,janet,0.2,0.2,0.466666667,0.466666667,0.2,0.466666667,0.466666667,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0.076923077,0.076923077,0.076923077,0,0,0,0.25,0.5,0.25,0.25,0,0.25,0.333333343,0.500000015,0.341666684,0.395061738,0.666666687,0.650793672,0.683333367,0.673015893,0.4,0,0,0,5,5,2,2,2,2,3,3,0,0,0,0
1365,thirza,edwin,0,0,0.455555556,0.455555556,0.166666667,0.455555556,0.455555556,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0.25,0.296296305,0.419753101,0.303703719,0.434567915,0.380952392,0.541666687,0.39047621,0.558333352,0.083333333,0,0,0,6,5,2,2,2,2,4,3,1,0,1,0
1366,neil,geo,0.25,0.25,0.527777778,0.527777778,0.25,0.527777778,0.527777778,0.285714286,0.285714286,0.333333333,0.333333333,0.25,0.25,0.35,0.466666667,0.4,0.25,0.333333333,0.285714286,0.25,0.333333333,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.333333333,0.25,0,0,0,0,0,0,0.285714286,0.333333333,0.25,0,0,0,0,0,0,0.142857143,0.1875,0.162162162,0,0,0,0.5,0.5,0.5,0,0,0.5,0.533333349,0.57407409,0.546666694,0.592592607,0.533333349,0.666666687,0.546666694,0.685185204,0.375,0,0,0,4,3,1,1,2,2,2,1,1,0,1,0
1367,reubon,george,0.166666667,0.166666667,0.555555556,0.555555556,0.5,0.555555556,0.555555556,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.233333333,0.233333333,0.233333333,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.096774194,0.096774194,0.096774194,0.047619048,0.047619048,0.047619048,0.25,0.25,0.25,0.25,0,0.25,0.416666679,0.506172856,0.43333336,0.528395077,0.571428588,0.63888891,0.590476223,0.663888909,0.25,0,0,0,6,6,2,1,3,3,3,3,0,0,0,1
1368,margt,jeorgiana,0.222222222,0.222222222,0.540740741,0.540740741,0.333333333,0.540740741,0.540740741,0.285714286,0.285714286,0.4,0.4,0.222222222,0.222222222,0.266666667,0.48,0.342857143,0.333333333,0.6,0.428571429,0.333333333,0.6,0.428571429,0.125,0.25,0.166666667,0.1,0.166666667,0.125,0,0,0,0,0,0,0.285714286,0.4,0.222222222,0.166666667,0.25,0.125,0,0,0,0.285714286,0.4,0.222222222,0.125,0.166666667,0.1,0,0,0,0.043478261,0.076923077,0.055555556,0.055555556,0.125,0.076923077,0.5,0.5,0.5,0.75,0.25,0.5,0.433333343,0.434343446,0.443333352,0.450505062,0.722222239,0.682539701,0.738888919,0.707936525,0.388888889,0,0,0,5,9,1,3,1,5,4,4,-4,-4,0,-2
1369,margrat,georgia,0.285714286,0.285714286,0.619047619,0.619047619,0.428571429,0.619047619,0.619047619,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.342857143,0.342857143,0.342857143,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.166666667,0.166666667,0.166666667,0.125,0.125,0.125,0,0,0,0,0,0,0.428571429,0.428571429,0.428571429,0.166666667,0.166666667,0.166666667,0,0,0,0.428571429,0.428571429,0.428571429,0.125,0.125,0.125,0,0,0,0.166666667,0.166666667,0.166666667,0.192307692,0.192307692,0.192307692,0.5,0.5,0.25,0.75,0.25,0.5,0.433333343,0.55555557,0.443333352,0.573333347,0.708333351,0.703703721,0.729166701,0.728395078,0.428571429,0.048780488,0.055555556,0.043478261,7,7,2,2,2,4,5,3,0,-2,2,0
1370,harriet,charles,0.428571429,0.428571429,0.714285714,0.714285714,0.571428571,0.714285714,0.714285714,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.542857143,0.542857143,0.542857143,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.333333333,0.333333333,0.333333333,0.25,0.25,0.25,0.2,0.2,0.2,0.111111111,0.111111111,0.111111111,0.571428571,0.571428571,0.571428571,0.333333333,0.333333333,0.333333333,0.2,0.2,0.2,0.571428571,0.571428571,0.571428571,0.25,0.25,0.25,0.111111111,0.111111111,0.111111111,0.333333333,0.333333333,0.333333333,0.307692308,0.307692308,0.307692308,0.25,0.5,0.25,0.5,0.25,0.25,0.592592604,0.622222233,0.603703724,0.635555565,0.750000015,0.753086434,0.766666695,0.77283952,0.571428571,0.086956522,0.086956522,0.086956522,7,7,2,2,3,2,4,5,0,1,-1,0
1371,harriott,frederick,0.111111111,0.111111111,0.569444444,0.569444444,0.333333333,0.569444444,0.569444444,0.235294118,0.235294118,0.25,0.25,0.222222222,0.222222222,0.222222222,0.25,0.235294118,0.333333333,0.375,0.352941176,0.333333333,0.375,0.352941176,0.125,0.142857143,0.133333333,0.1,0.111111111,0.105263158,0,0,0,0,0,0,0.352941176,0.375,0.333333333,0.133333333,0.142857143,0.125,0,0,0,0.352941176,0.375,0.333333333,0.105263158,0.111111111,0.1,0,0,0,0.065217391,0.073170732,0.068965517,0.055555556,0.064516129,0.059701493,0.5,0.5,0.5,0.25,0.5,0,0.333333341,0.410256422,0.341025655,0.50555557,0.481481493,0.588888907,0.492592613,0.606666684,0.277777778,0,0,0,8,9,2,3,3,3,5,6,-1,0,-1,-1
1372,m,g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0.75,0.75,0.75,0,0,0.75,0.666666687,0.777777791,0.683333367,0.800000012,0.666666687,0.777777791,0.683333367,0.800000012,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0
1373,v,gaorge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0,0,0.25,0.190476196,0.263888896,0.195238105,0.275000006,0.666666687,0.703703721,0.683333367,0.733333349,0.083333333,0,0,0,1,6,1,1,0,3,1,3,-5,-3,-2,0
1374,helene,geo,0.166666667,0.166666667,0.5,0.5,0.166666667,0.5,0.5,0.222222222,0.222222222,0.333333333,0.333333333,0.166666667,0.166666667,0.166666667,0.333333333,0.222222222,0.166666667,0.333333333,0.222222222,0.166666667,0.333333333,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.333333333,0.166666667,0,0,0,0,0,0,0.222222222,0.333333333,0.166666667,0,0,0,0,0,0,0.129032258,0.25,0.170212766,0,0,0,0.25,0.25,0.25,0,0,0.25,0.380952392,0.430555567,0.39047621,0.441666678,0.666666687,0.63888891,0.685714321,0.661111131,0.333333333,0,0,0,6,3,1,1,3,2,3,1,3,1,2,0
1375,hanah,george,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.08,0.072727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0.25,0,0.25,0.133333337,0.24242425,0.136666673,0.250505057,0.222222229,0.380952392,0.227777789,0.393650804,0.166666667,0,0,0,5,6,2,1,2,3,3,3,-1,-1,0,1
1376,rachel,georges,0.142857143,0.142857143,0.436507937,0.436507937,0.285714286,0.436507937,0.436507937,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.142857143,0.166666667,0.153846154,0.285714286,0.333333333,0.307692308,0.285714286,0.333333333,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.055555556,0.064516129,0.059701493,0,0,0,0,0.5,0.5,0.25,0.25,0,0.370370381,0.363636374,0.381481502,0.377777788,0.47619049,0.569444463,0.490476217,0.588888906,0.285714286,0,0,0,6,7,2,2,2,3,4,4,-1,-1,0,0
1377,malise,georgie,0.142857143,0.142857143,0.53968254,0.53968254,0.285714286,0.53968254,0.53968254,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.142857143,0.166666667,0.153846154,0.285714286,0.333333333,0.307692308,0.285714286,0.333333333,0.307692308,0,0,0,0.125,0.142857143,0.133333333,0,0,0,0.111111111,0.125,0.117647059,0.307692308,0.333333333,0.285714286,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0.133333333,0.142857143,0.125,0.117647059,0.125,0.111111111,0.111111111,0.129032258,0.119402985,0.038461538,0.047619048,0.042553191,0.5,0.25,0.25,0.25,0,0.25,0.272727278,0.383838393,0.373333347,0.391919201,0.523809535,0.597222239,0.533333353,0.613888904,0.357142857,0,0,0,6,7,1,1,3,4,3,3,-1,-1,0,0
1378,malcolm,gerge,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285714,0.16,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0.25,0,0,0.121212125,0.222222229,0.12424243,0.229629636,0.166666672,0.296296305,0.170833342,0.306172848,0.214285714,0,0,0,7,5,2,1,2,2,5,3,2,0,2,1
1379,maggie,geroge,0.166666667,0.166666667,0.666666667,0.666666667,0.5,0.666666667,0.666666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.233333333,0.233333333,0.233333333,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.142857143,0.142857143,0.142857143,0,0,0,0.125,0.125,0.125,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.142857143,0.142857143,0.142857143,0.125,0.125,0.125,0.129032258,0.129032258,0.129032258,0.047619048,0.047619048,0.047619048,0.25,0.25,0.25,0.25,0.333333333,0.25,0.33333334,0.530864212,0.340740754,0.545679026,0.619047633,0.666666687,0.633333359,0.688888907,0.333333333,0,0,0,6,6,1,1,3,3,3,3,0,0,0,0
1380,havelock,goerge,0.125,0.125,0.430555556,0.430555556,0.25,0.430555556,0.430555556,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.175,0.233333333,0.2,0.25,0.333333333,0.285714286,0.25,0.333333333,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.166666667,0.125,0,0,0,0,0,0,0.142857143,0.166666667,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.400000012,0.393939408,0.312121229,0.410101024,0.444444458,0.544444466,0.455555578,0.562222242,0.25,0,0,0,8,6,3,1,3,3,5,3,2,0,2,2
1381,lilla,harold,0.166666667,0.166666667,0.455555556,0.455555556,0.333333333,0.455555556,0.455555556,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.3,0.36,0.327272727,0.333333333,0.4,0.363636364,0.333333333,0.4,0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.064516129,0.076923077,0.070175439,0,0,0,0,0.5,0,0.25,0.25,0,0.296296305,0.444444458,0.307407426,0.456790136,0.666666687,0.650793672,0.694444487,0.679365098,0.416666667,0,0,0,5,6,2,2,2,2,3,4,-1,0,-1,0
1382,keneth,james,0.166666667,0.166666667,0.455555556,0.455555556,0.166666667,0.455555556,0.455555556,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.3,0.36,0.327272727,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.032258065,0.038461538,0.035087719,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.296296305,0.419753101,0.303703719,0.335555565,0.571428588,0.611111134,0.585714315,0.633333355,0.333333333,0,0,0,6,5,2,2,2,2,4,3,1,0,1,0
1383,selma,jean,0.2,0.2,0.483333333,0.483333333,0.4,0.483333333,0.483333333,0.222222222,0.222222222,0.25,0.25,0.2,0.2,0.2,0.25,0.222222222,0.4,0.5,0.444444444,0.4,0.5,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0.5,0.4,0,0,0,0,0,0,0.444444444,0.5,0.4,0,0,0,0,0,0,0.115384615,0.142857143,0.127659574,0,0,0,0.25,0.75,0.25,0.5,0,0.25,0.380952392,0.571428588,0.395238119,0.590476206,0.555555572,0.650793672,0.572222253,0.66984129,0.4,0,0,0,5,4,2,1,2,2,3,2,1,0,1,1
1384,magdalene,jeorge,0.111111111,0.111111111,0.518518519,0.518518519,0.333333333,0.518518519,0.518518519,0.133333333,0.133333333,0.166666667,0.166666667,0.111111111,0.111111111,0.111111111,0.166666667,0.133333333,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0,0,0,0.1,0.142857143,0.117647059,0,0,0,0.090909091,0.125,0.105263158,0.266666667,0.333333333,0.222222222,0,0,0,0,0,0,0.266666667,0.333333333,0.222222222,0,0,0,0,0,0,0.043478261,0.064516129,0.051948052,0,0,0,0,0.25,0.25,0.25,0,0,0.393939403,0.484848499,0.40303032,0.496969711,0.500000012,0.585858605,0.51000002,0.60202022,0.277777778,0,0,0,9,6,1,1,4,3,5,3,3,1,2,0
1385,wilinona,john,0.125,0.125,0.458333333,0.458333333,0.25,0.458333333,0.458333333,0.166666667,0.166666667,0.25,0.25,0.125,0.125,0.125,0.25,0.166666667,0.25,0.5,0.333333333,0.25,0.5,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.25,0.125,0,0,0,0,0,0,0.166666667,0.25,0.125,0,0,0,0,0,0,0.073170732,0.142857143,0.096774194,0.032258065,0.090909091,0.047619048,0,0.25,0,0.25,0.25,0,0.370370381,0.377777791,0.276666683,0.393333346,0.444444458,0.511111128,0.459259285,0.531111127,0.25,0,0,0,8,4,4,1,4,1,4,3,4,3,1,3
1386,thomas,robert,0,0,0.444444444,0.444444444,0.333333333,0.444444444,0.444444444,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0.032258065,0.032258065,0.032258065,0,0,0,0,0.5,0.25,0.25,0,0,0.266666675,0.377777791,0.276666683,0.391111124,0.47619049,0.541666687,0.490476217,0.563888907,0.083333333,0,0,0,6,6,2,2,2,2,4,4,0,0,0,0
1387,m,thomas,0.166666667,0.166666667,0,0,0.166666667,0,0,0.285714286,0.285714286,1,1,0.166666667,0.166666667,0.166666667,1,0.285714286,0.166666667,1,0.285714286,0.166666667,1,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,0.333333333,0.25,0.190476196,0.263888896,0.200000014,0.275000006,0.666666687,0.703703721,0.700000048,0.733333349,0.25,0,0,0,1,6,1,2,0,2,1,4,-5,-2,-3,-1
1388,maryjane,george,0.125,0.125,0.527777778,0.527777778,0.25,0.527777778,0.527777778,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.175,0.233333333,0.2,0.25,0.333333333,0.285714286,0.25,0.333333333,0.285714286,0,0,0,0.111111111,0.142857143,0.125,0,0,0,0.1,0.125,0.111111111,0.285714286,0.333333333,0.25,0,0,0,0,0,0,0.285714286,0.333333333,0.25,0.125,0.142857143,0.111111111,0.111111111,0.125,0.1,0.048780488,0.064516129,0.055555556,0,0,0,0.5,0,0.25,0.5,0.5,0.5,0.366666675,0.434343446,0.373333347,0.446464658,0.407407416,0.533333349,0.41481483,0.546666682,0.25,0,0,0,8,6,1,1,3,3,5,3,2,0,2,0
1389,monroe,georgina,0.125,0.125,0.527777778,0.527777778,0.5,0.527777778,0.527777778,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.175,0.233333333,0.2,0.5,0.666666667,0.571428571,0.5,0.666666667,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.333333333,0.25,0,0,0,0,0,0,0.285714286,0.333333333,0.25,0,0,0,0,0,0,0.048780488,0.064516129,0.055555556,0.032258065,0.047619048,0.038461538,0,0.25,0.25,0.25,0,0,0.518518534,0.488888907,0.416666692,0.511111128,0.666666687,0.611111134,0.695238139,0.644444466,0.3125,0,0,0,6,8,1,3,3,4,3,4,-2,-1,-1,-2
1390,sanford,georgenia,0,0,0.502645503,0.502645503,0.444444444,0.502645503,0.502645503,0.25,0.25,0.285714286,0.285714286,0.222222222,0.222222222,0.222222222,0.285714286,0.25,0.444444444,0.571428571,0.5,0.444444444,0.571428571,0.5,0.125,0.166666667,0.142857143,0.1,0.125,0.111111111,0,0,0,0,0,0,0.25,0.285714286,0.222222222,0.142857143,0.166666667,0.125,0,0,0,0.25,0.285714286,0.222222222,0.111111111,0.125,0.1,0,0,0,0.043478261,0.055555556,0.048780488,0.055555556,0.076923077,0.064516129,0,0.25,0,0.25,0,0,0.629629645,0.535353552,0.513333356,0.555555571,0.708333351,0.654321008,0.725000031,0.683950636,0.222222222,0,0,0,7,9,2,3,2,5,5,4,-2,-3,1,-1
1391,telesphor,georgina,0.111111111,0.111111111,0.412037037,0.412037037,0.333333333,0.412037037,0.412037037,0.235294118,0.235294118,0.25,0.25,0.222222222,0.222222222,0.222222222,0.25,0.235294118,0.333333333,0.375,0.352941176,0.333333333,0.375,0.352941176,0.125,0.142857143,0.133333333,0.1,0.111111111,0.105263158,0,0,0,0,0,0,0.117647059,0.125,0.111111111,0,0,0,0,0,0,0.117647059,0.125,0.111111111,0,0,0,0,0,0,0.086956522,0.097560976,0.091954023,0.055555556,0.064516129,0.059701493,0.25,0,0,0.25,0,0,0.261904768,0.296296302,0.269047631,0.303703709,0.566666681,0.606060624,0.580000025,0.624242441,0.166666667,0,0,0,9,8,3,3,3,4,6,4,1,-1,2,0
1392,henriette,george,0.333333333,0.333333333,0.611111111,0.611111111,0.333333333,0.611111111,0.611111111,0.133333333,0.133333333,0.166666667,0.166666667,0.111111111,0.111111111,0.111111111,0.166666667,0.133333333,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0,0,0,0.1,0.142857143,0.117647059,0,0,0,0.090909091,0.125,0.105263158,0.4,0.5,0.333333333,0,0,0,0,0,0,0.4,0.5,0.333333333,0,0,0,0,0,0,0.173913043,0.258064516,0.207792208,0.111111111,0.19047619,0.140350877,0,0,0,0.25,0.25,0,0.433333343,0.545454556,0.443333352,0.555555566,0.633333349,0.696969715,0.646666694,0.711111128,0.5,0,0,0,9,6,1,1,4,3,5,3,3,1,2,0
1393,rebeca,georgiana,0.222222222,0.222222222,0.5,0.5,0.333333333,0.5,0.5,0.133333333,0.133333333,0.166666667,0.166666667,0.111111111,0.111111111,0.111111111,0.166666667,0.133333333,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0,0,0,0.1,0.142857143,0.117647059,0,0,0,0.090909091,0.125,0.105263158,0.266666667,0.333333333,0.222222222,0,0,0,0,0,0,0.266666667,0.333333333,0.222222222,0,0,0,0,0,0,0.086956522,0.129032258,0.103896104,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.393939403,0.505050518,0.40303032,0.429629639,0.714285731,0.694444463,0.733333366,0.719444461,0.388888889,0,0,0,6,9,3,3,3,5,3,4,-3,-2,-1,0
1394,rachel,georganne,0.222222222,0.222222222,0.351851852,0.351851852,0.333333333,0.351851852,0.351851852,0.133333333,0.133333333,0.166666667,0.166666667,0.111111111,0.111111111,0.111111111,0.166666667,0.133333333,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065217391,0.096774194,0.077922078,0.055555556,0.095238095,0.070175439,0,0.5,0.5,0.25,0.25,0,0.277777786,0.361111124,0.288888906,0.462626278,0.571428588,0.63888891,0.590476223,0.663888909,0.277777778,0,0,0,6,9,2,1,2,4,4,5,-3,-2,-1,1
1395,gregg,georgiana,0.222222222,0.222222222,0.664814815,0.698333333,0.444444444,0.698333333,0.698333333,0.142857143,0.142857143,0.2,0.2,0.111111111,0.111111111,0.111111111,0.2,0.142857143,0.444444444,0.8,0.571428571,0.444444444,0.8,0.571428571,0,0,0,0.1,0.166666667,0.125,0,0,0,0.090909091,0.142857143,0.111111111,0.571428571,0.8,0.444444444,0,0,0,0,0,0,0.571428571,0.8,0.444444444,0.125,0.166666667,0.1,0.111111111,0.142857143,0.090909091,0.130434783,0.230769231,0.166666667,0.083333333,0.1875,0.115384615,0.75,0.5,0.5,0.5,0.25,0.75,0.433333343,0.434343446,0.345454563,0.454545465,0.722222239,0.682539701,0.75000004,0.714285731,0.388888889,0.15,0.2,0.12,5,9,1,3,1,5,4,4,-4,-4,0,-2
